,words
並與,18
轉弱,18
運輸,18
鐵礦砂,18
上面,18
五日,18
尚有,18
下一代,18
成效,18
保證,18
胡連,18
第一階段,18
食品,18
新建,18
產值,18
來臨,18
蔡明翰,18
節慶,18
參考價,18
前段,18
接連,18
共識,18
月配,18
報喜,18
巨大,18
薪資,18
標章,18
飆升,18
股為,18
照明,18
萬萬歲,18
人才,18
獲碎念,18
會將,18
屬性,18
啟用,18
增倍,18
收及,18
中將,18
持穩,18
橘子,18
賽事,18
大額,18
一次性,18
穩步,18
相繼,18
螢幕,18
初期,18
戶數,18
慢慢,18
立於,18
壓抑,18
氛圍,18
年輕,18
吸引力,18
計價,18
大部分,18
船期,18
仍為,18
新機,18
服務商,18
崇越,18
風潮,18
給付,18
上個月,18
工控,18
寒假,18
流入,18
興起,18
已成,18
大中華,18
目光,18
觀念,18
內資,18
發電,18
捷波,18
回籠,18
觀點,18
拉回,18
打開,18
雙周配,18
有沒有,18
安心,18
聚陽,18
類似,18
坦伯頓,18
開心,18
六大,18
不好,18
當作,18
水膠,18
不墜,18
充足,18
注重,18
手中,18
交易量,18
剔除,18
攻勢,18
盤點,18
領先地位,18
可說是,18
展示,18
利空,18
高殖,18
千億,18
研判,18
汰舊換新,18
歡迎,18
艾司,18
坦言,18
載板,18
大單,18
電設備,18
斥資,17
小茗,17
日盛,17
可成,17
大漲點,17
好望角,17
金投顧,17
維護,17
藥廠,17
送件,17
代號,17
算力,17
垂直,17
籌資,17
暫時,17
最高價,17
無論是,17
塑化,17
多檔,17
卻是,17
新兵,17
解讀,17
近兩年,17
聖暉,17
短缺,17
直言,17
程序,17
時點,17
電為,17
神基,17
收盤價格,17
升高,17
利差,17
凌晨,17
多樣化,17
自結數,17
威力,17
穩懋,17
提振,17
高鐵,17
進帳,17
升點,17
產量,17
管理系統,17
暫停,17
不佳,17
稀釋,17
關鍵技術,17
水餃,17
四季,17
宏達,17
留強,17
根本,17
石安,17
製造廠,17
取證,17
追高,17
新船,17
以後,17
五檔,17
大多數,17
以期,17
局勢,17
型電腦,17
家數,17
民生,17
增約,17
銅箔,17
收復,17
海岬型,17
十分,17
做出,17
金融機構,17
預定,17
軸承,17
材料廠,17
簽訂,17
陸資,17
新天地,17
硬碟,17
權益,17
人力,17
油價,17
股行情,17
更高,17
患者,17
檔台,17
耕耘,17
跟隨,17
光洋,17
受惠者,17
檔期,17
輪圈,17
配息型,17
亦將,17
日興,17
順暢,17
中有,17
願意,17
良率,17
百元,17
車載,17
化療,17
鑽石,17
鍛造,17
宴會廳,17
信評,17
盤整,17
可為,17
分為,17
費用率,17
升值,16
負擔,16
交投,16
拍賣,16
競價,16
精品,16
據統計,16
華航,16
最受,16
長效,16
配股,16
未能,16
年內,16
多拉,16
繞道,16
首日,16
每天,16
越股,16
兩項,16
特點,16
不論是,16
電纜,16
每周,16
緊張,16
園區,16
電年,16
第項,16
菲律賓,16
急殺,16
中央,16
周邊,16
醫材,16
營收則,16
一天,16
澳洲,16
交期,16
二檔,16
中立,16
已過,16
這支,16
月將,16
呆帳,16
令人,16
競拍,16
火熱,16
農業,16
精英,16
起跳,16
賺進,16
氣動元件,16
節奏,16
負責,16
字頭,16
小漲,16
鮑爾,16
日系,16
百點,16
廠將,16
會後,16
億至,16
稼動率,16
贏家,16
縮水,16
為準,16
富邦媒,16
機殼,16
文章,16
貸款,16
汽車產業,16
超額,16
熱銷,16
地化,16
帶旺,16
物價,16
比特,16
消費市場,16
觸及,16
石化,16
四寶,16
癌症,16
人士,16
助益,16
購入,16
普及,16
短短,16
數點,16
不等,16
確認,16
還沒,16
新手,16
流出,16
駕駛,16
大類,16
超車,16
星宇,16
男州,16
元台,16
制定,16
鮮食,16
下行,16
餐廳,16
促銷,16
辛耘,16
美元兌,16
禮券,16
歷來,16
器材,16
法國,16
續創,16
樹脂,16
自組,16
信任,16
人生,16
周一,16
數年,16
運行,16
通信,16
打敗,16
王台,16
福科,16
多達,16
不減,16
投票,16
巴西,16
出具,16
日經指數,16
強力,16
溝通,16
下個月,16
反轉,16
新冠,16
跟進,16
獎勵,16
往後,16
商業,16
元大台灣,16
感受,16
股后,16
休閒,16
分則,16
轉佳,15
豐興,15
千張,15
全家,15
大選,15
看淡,15
登上,15
連年,15
藍燈,15
形式,15
互動,15
小摩,15
分歧,15
療效,15
高速成長,15
通知,15
孫傳,15
元富,15
數張,15
原有,15
持續增長,15
意義,15
日美股,15
七年,15
元大高,15
確立,15
投等債,15
強漲,15
數則,15
排序,15
日經,15
這點,15
唐群,15
關心,15
股台,15
上修,15
個別,15
將再,15
博弈,15
加密,15
尋求,15
好評,15
減產,15
信用卡,15
負壓,15
率達,15
觸控,15
事實上,15
虎門,15
走升,15
氣候變遷,15
率約,15
南茂,15
從元,15
營業日,15
匯費,15
張錫,15
開戶,15
重啟,15
資料庫,15
賣掉,15
轉上,15
吃緊,15
歐元,15
人潮,15
祥碩,15
買點,15
系統性,15
有限公司,15
簽署,15
老師,15
任務,15
凸顯,15
將與,15
變成,15
股東權益,15
平穩,15
上架,15
大戶,15
上次,15
續強,15
本國,15
高效率,15
似乎,15
縮減,15
大立,15
歷史紀錄,15
作法,15
日台,15
註冊,15
上週,15
線圖,15
頎邦,15
級別,15
備受,15
連線,15
賠錢,15
衍生,15
相似,15
電子產品,15
一股,15
比價,15
起將,15
亞科,15
博通,15
護國,15
兄弟,15
機電,15
套牢,15
接軌,15
彭博,15
無虞,15
發展趨勢,15
兌換,15
超級,15
大亞,15
劣於,15
金融類,15
房貸,15
星光,15
不振,15
所幸,15
排放,15
觀測站,15
總部,15
邀請,15
變得,15
流向,15
超商,15
借貸,15
中砂,15
淨資產,15
用來,15
一項,15
穿戴,14
場域,14
護盤,14
早期,14
一段時間,14
晚期,14
教育,14
東協,14
推案,14
組裝廠,14
審核,14
承諾,14
獎金,14
服飾,14
維運,14
開低走高,14
大宗,14
邁入,14
清楚,14
好處,14
台系,14
穩固,14
日起,14
私募,14
法案,14
總銷,14
仍會,14
向下,14
加快,14
力量,14
重心,14
狂潮,14
分店,14
自營,14
自研,14
百萬,14
增年減,14
車市,14
增達,14
日後,14
一致,14
將來,14
不小,14
前提,14
善用,14
外包,14
看旺,14
雙雄,14
車款,14
期貨市場,14
至兆元,14
仍高,14
雙增,14
收約,14
擔任,14
將落,14
做法,14
應材,14
發出,14
接棒,14
停損,14
論壇,14
接續,14
除夕,14
買回,14
會上,14
瓶頸,14
華通,14
最具,14
愈來愈,14
享受,14
來回,14
左手,14
線型,14
開年,14
適用,14
強攻,14
一廠,14
中間,14
矽光,14
內外資,14
第條,14
零排放,14
飯店,14
路徑,14
居多,14
軋空,14
已將,14
深度,14
有效率,14
一份,14
大規模,14
推算,14
偏高,14
之冠,14
纜線,14
繪圖,14
總共,14
嘉義,14
推展,14
已到,14
客運,14
本週,14
移轉,14
面板廠,14
兼任,14
各地,14
團體,14
威科,14
第四次,14
定存,14
恢復正常,14
顯見,14
借券,14
元收,14
虎年,14
領頭羊,14
下午,14
豐存股,14
台達電,14
台驊,14
有感,14
商務,14
在意,14
成品,14
電等,14
台美,14
蟬聯,14
年報,14
題材股,14
神山,14
周線,14
感測,14
減緩,14
信義,14
尖牙,14
日均,14
按兵不動,14
交流,14
未變,14
減年減,14
租賃,14
燦坤,14
轉趨,14
英國,14
抽獎,14
活化,14
簡伯儀,14
資金面,14
斯特,14
空頭,14
頻道,14
六檔,14
基材,14
乾旱,14
跨入,14
失守,14
定位,14
絕緣,14
起伏,14
意識,14
無人機,14
上演,14
完畢,14
黃國,13
泡沫,13
水資源,13
電能,13
將年,13
氫能,13
驚喜,13
暴增,13
穩定性,13
全世界,13
高居,13
受限,13
水平,13
著重,13
仍須,13
視為,13
朋億,13
萬顆,13
前列腺癌,13
觸底,13
全美,13
張陳浩,13
數家,13
基因,13
敲進,13
事情,13
所屬,13
貿易,13
收黑,13
以為,13
廣大,13
俱樂部,13
億股,13
最早,13
以此,13
認同,13
單未,13
縮小,13
問世,13
步驟,13
僅剩,13
旺宏,13
口多,13
船隊,13
買單,13
吳自心,13
不可,13
晚須,13
股票市場,13
責任,13
退還,13
承銷商,13
偉康,13
新一輪,13
原相,13
移動,13
紀念品,13
網購,13
四家,13
關懷,13
個人電腦,13
資深,13
永遠,13
美聯,13
嘉澤,13
降稅,13
剛性,13
舒適,13
突然,13
醫院,13
級債,13
初步,13
前端,13
上傳,13
承受,13
電月,13
加溫,13
萬口,13
禮盒,13
愈來愈多,13
森崴,13
聲明,13
高齡,13
持續上升,13
香港,13
六年,13
營業毛利,13
提早,13
認可,13
縮短,13
資源整合,13
新竹,13
開市,13
威剛,13
採買,13
水漲船高,13
所謂,13
配元,13
進能服,13
吸引外資,13
今年春節,13
不宜,13
創威,13
一艘,13
引起,13
中磊,13
買方,13
對抗,13
非洲,13
更具,13
首創,13
電奈米,13
下將,13
大樓,13
蒐集,13
瞭解,13
三率,13
負債,13
促使,13
面上,13
主權,13
官方,13
降至,13
適時,13
後面,13
時期,13
協會,13
保德信,13
原型,13
止跌,13
房市,13
應可,13
精測,13
下方,13
技術指標,13
日日,13
麗臺,13
利潤率,13
醫療保健,13
運轉,13
參展,13
基準日,13
不想,13
活絡,13
明日,13
排行榜,13
勝率,13
四檔,13
中小企業,13
島語,13
正確,13
舉例,13
習慣,13
股海,13
健策,13
備忘錄,13
週邊,13
第一名,13
地球,13
謝明志,13
減至,13
足跡,13
場景,13
點點,13
一支,13
對比,13
緊急,13
節前,13
矽智,13
生態系,13
而定,13
更上層樓,13
新臺幣,13
轉正,13
葉松,13
義大利,13
增月,13
獨特,13
第二名,13
和勤,12
詮欣,12
營養品,12
數位化,12
販售,12
線纜,12
擇優,12
先買,12
第一家,12
可於,12
經銷商,12
東南亞地區,12
王世芯,12
向來,12
暫定,12
定時,12
穩定增長,12
楠梓,12
相近,12
超乎,12
存貨,12
回補台,12
平方公尺,12
建案,12
保持良好,12
公股,12
親民,12
可寧衛,12
部署,12
亞太區,12
接獲,12
秉持,12
分配率,12
配件,12
缺貨,12
費率,12
商用車,12
小量,12
當初,12
開展,12
違約,12
四維,12
近三年,12
電子商務,12
意味,12
長輩,12
鎖死,12
二廠,12
倉儲,12
中餐,12
張圭慧,12
房屋,12
回報,12
繞行,12
聯大,12
證券交易,12
融程電,12
衡量,12
儲祥生,12
早已,12
找出,12
給出,12
記者會,12
毒癮,12
前名,12
不發,12
如同,12
耐心,12
今年初,12
得宜,12
主導,12
結盟,12
流量,12
產險,12
演算法,12
原廠,12
事項,12
權利金,12
長時間,12
最愛,12
勢必,12
股票投資,12
實驗,12
領袖,12
力守,12
技術開發,12
悲觀,12
金鼎,12
占營收,12
金及,12
龍頭股,12
語音,12
買入,12
經濟衰退,12
菱生,12
低階,12
謝恩,12
五個,12
價格上漲,12
巨量,12
索尼,12
防護,12
中租,12
封測廠,12
首家,12
領元,12
加減,12
考驗,12
豐金,12
單口,12
巴拿馬運河,12
陸系,12
七個,12
堆疊,12
串流,12
壯大,12
達人,12
企業級,12
風格,12
進攻,12
一堆,12
南港,12
正是,12
矚目,12
豐收,12
年均,12
王貴鋒,12
直衝,12
來客,12
二者,12
臉書,12
偵測,12
狂漲,12
第一期,12
改選,12
爆發性,12
前瞻,12
興業,12
財務報告,12
活潑,12
燃油,12
遠高於,12
基點,12
國民,12
比年,12
下營,12
跌少,12
模具,12
替代,12
股日,12
無腦,12
落地,12
投組,12
雨露,12
身分,12
刪除,12
均霑,12
訓練,12
耳機,12
功耗,12
日將,12
為台,12
股有,12
廣告,12
廢棄物,12
液體,12
幾天,12
匯市,12
洽談,12
浙江,12
萬桶,12
跨境,12
強健,12
鋼聯,12
新車,12
變更,12
產品類別,12
渠道,12
整數,12
出售,12
單至口,12
逆價,12
電收元,12
情境,12
位居,12
一位,12
資格,12
行庫,12
代銷,12
開盤價,12
即日起,12
急單,12
產品銷售,12
高出,12
監理,12
精誠,12
守住,12
策略性,12
追捧,12
營業員,12
上台,12
總裁,12
傳統產業,12
期美債,12
平淡,12
惡化,12
兩倍,12
聚酯,12
核發,12
重要性,12
思考,12
周邊設備,12
復工,12
共生,12
兩周,12
開發新,12
服務業,12
五天,12
航海,12
艙位,12
翻揚,12
美洲,12
熱烈,11
聯亞,11
混合,11
辛苦,11
最弱,11
低位,11
試算,11
一同,11
精神,11
股股,11
藥證,11
一系列,11
多於,11
最有,11
出色,11
設有,11
碳中,11
葉門,11
所在,11
電早,11
引資,11
反對票,11
推測,11
鈺齊,11
生醫,11
集邦,11
活水,11
化學品,11
握有,11
戰略,11
以巴,11
至上,11
嘗試,11
不敗,11
一共,11
交替,11
回彈,11
電訪,11
帶量,11
儒鴻,11
面額,11
續寫,11
半根,11
同期相比,11
長期趨勢,11
投片,11
螺絲,11
脫穎而出,11
榮景,11
三位數,11
二次,11
較弱,11
微矽,11
順德,11
不俗,11
美容,11
綜觀,11
免費,11
前鼎,11
專用,11
現行,11
好好,11
明朗,11
加盟,11
通用,11
為宜,11
搶市,11
第季底,11
生物,11
上圖,11
明揚,11
到位,11
開標,11
十檔,11
預告,11
上將,11
第三名,11
運動鞋,11
輝達將,11
中實,11
三至,11
季營,11
共同開發,11
訴求,11
停板,11
倍力,11
多種,11
領取,11
進出,11
中航,11
淡化,11
南部,11
采鈺,11
嚴格,11
日來,11
氣冷,11
提案,11
點火,11
日收,11
明星,11
大力,11
轉進,11
生態,11
承攬,11
自助餐廳,11
沉浸,11
拍板,11
帆宣,11
倍數,11
交屋,11
碰撞,11
客群,11
永新,11
全訊,11
高密度,11
八年,11
層面,11
高價位,11
每位,11
選取,11
連接,11
完美,11
電將,11
安平,11
均衡,11
保障,11
頻寬,11
多款,11
越高,11
很快,11
對象,11
洗牌,11
截止,11
點陣圖,11
治療機,11
售出,11
西班牙,11
萬輛,11
增值,11
店數,11
林修銘,11
躋身,11
元至元,11
好運,11
過大,11
大亂,11
明泰,11
若想,11
記得,11
榮獲,11
下修,11
心理,11
減持,11
達標,11
揭曉,11
製藥,11
前往,11
背後,11
耗材,11
深受,11
曾經,11
當年,11
分布,11
新舊,11
二月,11
合作開發,11
科學園區,11
調高,11
年代,11
長興,11
股市行情,11
華爾街,11
二位數,11
詠業,11
季配,11
拜會,11
表明,11
性別,11
案量,11
萬年,11
安排,11
願景,11
多角化,11
還好,11
輔助,11
晶技,11
聯合,11
三高,11
留在,11
背光,11
挑選出,11
數個,11
逾點,11
適應症,11
沒什麼,11
郁婕,11
身為,11
與會,11
廠及,11
撐盤,11
調度,11
閘道器,11
亮燈,11
配備,11
專網,11
美元匯率,11
底價,11
落於,11
台中市,11
無塵室,11
困難,11
三天,11
匯價,11
元配,11
廠務,11
追逐,11
相當於,11
緯軟,11
雷龍,11
總是,11
交割,11
交通,11
複製,11
定義,11
獲知,11
吸睛,11
石油,11
新漢,11
順應,11
以利,11
巧新,11
熟悉,11
大學,11
告訴,11
民間,11
意味著,11
土耳其,11
港股,11
有錢,11
爆發力,11
東科,11
加值,11
灣區,10
接案,10
致使,10
對台,10
創投,10
新型,10
乙烯,10
投信則,10
多張,10
實踐,10
時序,10
運費,10
營業額,10
比約,10
台化,10
比達,10
變革,10
十個,10
居次,10
眾多,10
破發,10
沖銷,10
抽好禮,10
修權,10
市場競爭,10
陸股,10
放大器,10
遭遇,10
盟立,10
台中,10
偏低,10
可觀,10
載客率,10
近視,10
電力設備,10
無須,10
名列,10
將季,10
濃厚,10
未見,10
單元,10
可靠,10
萬萬,10
季增個,10
全球通,10
下次,10
溜溜,10
第一代,10
藍光,10
穩居,10
直達,10
黑馬,10
現代,10
緊密,10
輔信,10
合勤控,10
教主,10
比前,10
入袋,10
說法,10
足夠,10
增多,10
重銘,10
老牌,10
酸菜魚,10
回頭,10
上旬,10
歐印,10
台航,10
型鋼,10
巴塞隆納,10
低谷,10
步調,10
加深,10
口空,10
億支,10
居冠,10
盤則,10
基富通,10
華夏,10
本波,10
最初,10
流行,10
出手,10
翁宗斌,10
財政部,10
起飛,10
設置,10
三發,10
八個,10
售後,10
將比,10
期末,10
推高,10
充實,10
較少,10
三福化,10
跌點,10
人中,10
富時,10
非電,10
跌勢,10
城市,10
口袋,10
豪華,10
維穩,10
第二個,10
指定,10
年貨,10
地產,10
股魚,10
拿來,10
準確率,10
和潤,10
表達,10
機型,10
國債,10
板卡,10
冷凍,10
達點,10
軍備競賽,10
小孩,10
減損,10
境內,10
數據中心,10
高且,10
氣勢如虹,10
發債,10
今明兩年,10
日幣,10
捕獲,10
燈會,10
團拜,10
標靶,10
年線,10
銷售額,10
亞洲地區,10
配型,10
貨運,10
合適,10
簡化,10
頻繁,10
鐵路,10
首見,10
海港,10
隨之,10
旺矽,10
專屬,10
貼心,10
屋頂,10
防水,10
守護,10
境外,10
折舊,10
造市,10
穩坐,10
保瑞,10
多來,10
獲利率,10
降到,10
銀髮族,10
意思,10
先行,10
經紀,10
漲逾點,10
孫悟天,10
標榜,10
點將,10
優秀,10
一段,10
最少,10
原始,10
起漲,10
幫忙,10
補貨,10
報告書,10
下周,10
一期,10
理念,10
學長,10
由元,10
社群,10
上下游,10
錢包,10
感謝,10
十名,10
交易平台,10
直到,10
山林,10
債務,10
終於,10
高雄市,10
談判,10
實在,10
排行,10
股龍,10
評論,10
衝達點,10
一是,10
人性化,10
雙週,10
空運,10
看台,10
用藥,10
約點,10
主辦,10
現金流量,10
住房,10
波及,10
男友,10
延續性,10
一款,10
這對,10
敏感度,10
生產線,10
線性,10
船班,10
降價,10
緩釋,10
競爭對手,10
座艙,10
部份,10
諾基亞,10
供應器,10
東森,10
不明朗,10
出國,10
精實,10
華邦電,10
持續保持,10
照顧,10
列為,10
推遲,10
立白,10
合格,10
宏觀,10
半個,10
就近,10
消費力,10
電流,10
兆利,10
從今,10
多樣性,10
透明度,10
產出,10
增持,10
承擔,10
預防,10
電磁,10
回來,10
市場趨勢,10
宇隆,10
健鼎,10
安裝,10
鉸鏈,10
至口,10
視覺,10
上周四,10
翻黑,10
老闆,10
燃料,10
充沛,10
智易,10
會議紀要,10
調配,10
模擬,10
知美,10
理由,10
入列,10
身上,10
總營收,10
航行,10
關稅,10
停工,10
一至,10
飛捷,10
看俏,10
十倍,10
帶給,10
芭樂,10
提交,10
相關性,10
搶眼,10
分鐘,10
儀器,10
交易成本,10
丁丁,10
實績,10
好時機,10
茂達,10
射頻,10
發言人,10
提防,10
創立,10
巨漢,10
仰賴,9
每檔,9
通貨膨脹,9
星通,9
併購案,9
觀眾,9
專戶,9
前期,9
超張,9
輻照,9
各界,9
領息族,9
若能,9
市場行情,9
元翎,9
成長期,9
電法,9
社區,9
產銷,9
以台,9
稱霸,9
大中華區,9
率為,9
前面,9
下檔,9
成本價,9
領導者,9
第六,9
領先者,9
南亞,9
青花,9
康生,9
十足,9
四次,9
外匯,9
收季,9
原生,9
增進,9
藥業,9
正處,9
生態系統,9
開創,9
金年,9
為元該,9
同月,9
巨蛋,9
線路,9
時段,9
經費,9
精剛,9
伊雲谷,9
各有,9
擴散,9
疾病,9
靠攏,9
匯損,9
底部,9
集結,9
標誌,9
之谷,9
意見,9
利息收入,9
大飯店,9
兩地,9
錯誤,9
響應,9
新制,9
聽到,9
籌備,9
扭轉,9
韋僑,9
船隻,9
盛況,9
增正,9
已連,9
特用,9
失敗,9
威宏,9
永光,9
超馬,9
類產品,9
要素,9
永捷,9
單期,9
缺料,9
精緻,9
陰霾,9
仍受,9
電子業,9
醋片,9
重壓,9
創年,9
鞏固,9
重磅,9
留倉,9
初五,9
鄭世杰,9
放著,9
列入,9
網頁,9
普惠,9
將自,9
同仁,9
著手,9
盤堅,9
性能,9
配電,9
逾成,9
高位,9
商船,9
林羣,9
基本資料,9
受試者,9
營收僅,9
通通,9
節目,9
前三名,9
